fr_no;x;y;w;h;cx;cy;cen_dep;dep_avg;orient;group
2877;368;284;30;144;383;356;23;19.573523885218986;88.13303;0
2877;495;224;58;238;524;343;9;8.942706660685358;77.12069;37
2877;564;221;42;254;585;348;10;9.329863491315173;287.29575;37
2877;466;251;26;184;479;343;11;11.13107740599165;67.38132;38
2877;399;276;31;197;414;374;18;17.97948294392347;22.300816;38
2878;166;257;40;188;186;351;16;16.344977243430446;92.71537;30
2878;142;251;26;194;155;348;13;13.1085622992614;67.549385;30
2878;251;228;54;236;278;346;0;10.96121400836863;133.89023;30
2878;416;229;62;242;447;350;11;13.2539076060781;5.3036637;37
2878;368;284;30;144;383;356;22;19.16393221683846;83.46772;0
2878;495;224;58;238;524;343;9;8.843366098519766;64.25337;37
2878;564;221;42;254;585;348;10;9.244183764014156;282.1982;37
2878;466;251;26;184;479;343;11;11.063924352261115;65.90456;38
2878;399;276;31;197;414;374;18;18.051485527446918;58.342064;38
2879;166;257;40;188;186;351;16;16.320812203117654;82.399055;30
2879;142;251;26;194;155;348;13;12.988939767488542;47.94669;30
2879;251;228;54;236;278;346;0;10.862353859653345;125.16441;30
2879;416;229;62;242;447;350;11;13.256498151811481;301.1696;37
2879;368;284;30;144;383;356;23;19.19443970670385;91.672745;0
2879;495;219;76;243;533;340;8;8.642817311579662;79.55775;37
2879;564;221;42;254;585;348;10;9.224018949952528;256.25583;37
2879;466;251;26;184;479;343;11;11.010258821380567;66.436806;38
2879;399;276;31;197;414;374;17;17.894393380633566;67.87087;38
2880;166;257;40;188;186;351;16;16.388269340516096;94.91725;30
2880;142;251;26;194;155;348;13;13.082393347213232;67.4906;30
2880;251;228;54;236;278;346;0;11.228923323057876;114.48074;30
2880;416;229;62;242;447;350;11;12.967836055453699;272.14798;37
2880;368;284;30;144;383;356;22;18.466736635565645;91.38446;0
2880;495;219;76;243;533;340;8;8.513253836376512;70.30283;37
2880;564;221;42;254;585;348;10;9.106282299356968;251.40408;37
2880;466;251;26;184;479;343;10;10.652922225506678;70.516014;38
2880;399;276;31;197;414;374;17;17.783381823246398;1.625481;38
2881;166;257;40;188;186;351;16;16.392994208351386;52.16383;30
2881;142;251;26;194;155;348;13;13.075060520322891;346.9049;30
2881;251;228;54;236;278;346;12;11.022525083033369;113.14233;30
2881;416;229;62;242;447;350;11;12.344198425876831;272.00784;37
2881;368;284;30;144;383;356;22;19.278462467677837;84.3899;0
2881;495;219;76;243;533;340;8;8.481663906497745;38.61241;37
2881;564;221;42;254;585;348;10;8.939624029595468;118.38791;37
2881;466;251;26;184;479;343;10;10.346627519443487;67.46627;38
2881;399;276;31;197;414;374;17;17.517066656795002;303.47223;38
2882;166;257;40;188;186;351;16;16.401059938756315;83.75785;30
2882;142;251;26;194;155;348;13;13.203570108475608;64.59141;30
2882;251;228;54;236;278;346;12;10.662846686330546;123.213;30
2882;416;229;62;242;447;350;11;12.189090155738699;353.9309;37
2882;368;284;30;144;383;356;0;17.854897520828267;79.49321;0
2882;495;219;76;243;533;340;8;8.400502430086048;62.719425;37
2882;564;221;42;254;585;348;10;8.865447879656225;97.74127;37
2882;466;251;26;184;479;343;10;10.33330488056139;67.59904;38
2882;399;276;31;197;414;374;17;17.48527516353999;327.40933;38
2883;166;257;40;188;186;351;16;16.401059938756315;83.75785;30
2883;142;251;26;194;155;348;13;13.203570108475608;64.59141;30
2883;251;228;54;236;278;346;12;10.662846686330546;123.213;30
2883;416;229;62;242;447;350;11;12.189090155738699;353.9309;37
2883;368;284;30;144;383;356;0;17.854897520828267;79.49321;0
2883;495;219;76;243;533;340;8;8.400502430086048;62.719425;37
2883;564;221;42;254;585;348;10;8.865447879656225;97.74127;37
2883;466;251;26;184;479;343;10;10.33330488056139;67.59904;38
2883;399;276;31;197;414;374;17;17.48527516353999;327.40933;38
2884;166;257;40;188;186;351;16;16.40101474470924;56.250427;30
2884;142;251;26;194;155;348;13;13.24074736740947;67.59081;30
2884;251;228;54;236;278;346;12;10.477716855757588;99.5275;30
2884;416;229;62;242;447;350;11;12.271506974406241;278.96472;37
2884;368;284;30;144;383;356;22;18.960352486422423;94.61716;0
2884;495;219;76;243;533;340;8;8.443099839169752;62.960304;37
2884;564;221;42;254;585;348;10;8.761929051222355;102.96339;37
2884;466;251;26;184;479;343;10;10.315169599927064;67.77929;38
2884;399;276;31;197;414;374;17;17.45451605426497;293.5589;38
2885;166;257;40;188;186;351;16;16.40101474470924;56.250427;30
2885;142;251;26;194;155;348;13;13.24074736740947;67.59081;30
2885;251;228;54;236;278;346;12;10.477716855757588;99.5275;30
2885;416;229;62;242;447;350;11;12.271506974406241;278.96472;37
2885;368;284;30;144;383;356;22;18.960352486422423;94.61716;0
2885;495;219;76;243;533;340;8;8.443099839169752;62.960304;37
2885;564;221;42;254;585;348;10;8.761929051222355;102.96339;37
2885;466;251;26;184;479;343;10;10.315169599927064;67.77929;38
2885;399;276;31;197;414;374;17;17.45451605426497;293.5589;38
2886;166;257;40;188;186;351;16;16.296971651764448;63.890118;30
2886;142;251;26;194;155;348;13;13.139079595384413;73.59357;30
2886;251;228;54;236;278;346;0;10.450479510282442;126.60476;30
2886;416;229;62;242;447;350;10;12.64282472772414;305.1916;37
2886;368;284;30;144;383;356;22;19.222315844617267;98.76329;0
2886;495;219;76;243;533;340;8;8.48133339773599;52.29199;37
2886;564;221;42;254;585;348;10;8.622942402171352;146.5067;37
2886;466;251;26;184;479;343;10;10.247073060730443;67.31554;38
2886;399;276;31;197;414;374;17;17.50290450681076;127.3569;38
2887;166;257;40;188;186;351;16;16.296971651764448;63.890118;30
2887;142;251;26;194;155;348;13;13.139079595384413;73.59357;30
2887;251;228;54;236;278;346;0;10.450479510282442;126.60476;30
2887;416;229;62;242;447;350;10;12.64282472772414;305.1916;37
2887;368;284;30;144;383;356;22;19.222315844617267;98.76329;0
2887;495;219;76;243;533;340;8;8.48133339773599;52.29199;37
2887;564;221;78;254;603;348;10;7.316001889118066;205.92348;37
2887;466;251;26;184;479;343;10;10.247073060730443;67.31554;38
2887;399;276;31;197;414;374;17;17.50290450681076;127.3569;38
2888;166;257;40;188;186;351;16;16.34806613669277;60.25613;30
2888;142;251;26;194;155;348;13;13.170430774242933;67.11405;30
2888;251;228;54;236;278;346;11;10.73101738143782;100.48543;30
2888;416;229;62;242;447;350;11;12.735671997001976;22.419958;37
2888;368;284;30;144;383;356;0;16.867162508082618;94.70532;0
2888;495;219;76;243;533;340;8;8.450041455297262;66.014404;37
2888;564;221;78;254;603;348;10;7.2345284733607595;268.35828;37
2888;466;251;26;184;479;343;10;10.241556374496671;67.85043;38
2888;399;276;31;197;414;374;17;17.599769333564048;276.3974;38
2889;166;257;40;188;186;351;16;16.266771237170953;67.22223;30
2889;142;251;26;194;155;348;13;13.110246089089099;67.81069;30
2889;251;228;54;236;278;346;11;11.18230871903355;118.37809;30
2889;416;229;62;242;447;350;10;12.424114934490031;298.9985;37
2889;368;284;30;144;383;356;22;18.26518333732412;113.98839;0
2889;495;219;76;243;533;340;8;8.510605019093578;78.83169;37
2889;564;221;78;254;603;348;10;7.215230519219918;205.77855;37
2889;466;251;26;184;479;343;10;10.235541714526084;68.29121;38
2889;399;276;31;197;414;374;17;17.55710892972443;207.23434;38
2890;166;257;40;188;186;351;16;16.314195407012445;53.33358;30
2890;142;251;26;194;155;348;13;13.143001843144027;72.148544;30
2890;251;228;54;236;278;346;12;10.903329589100572;111.96982;30
2890;416;229;62;242;447;350;10;12.378302588359757;307.22577;37
2890;368;284;30;144;383;356;22;18.160537483513583;98.29211;0
2890;495;219;76;243;533;340;8;8.459946954753931;56.258022;37
2890;564;221;78;254;603;348;10;7.198350327110771;252.8364;37
2890;466;251;26;184;479;343;10;10.231201979361872;67.98276;38
2890;399;276;31;197;414;374;17;17.568062848219974;253.52768;38
2891;166;257;40;188;186;351;15;16.16875842626508;50.52179;30
2891;142;251;26;194;155;348;13;13.288139998182048;76.31352;30
2891;251;228;54;236;278;346;11;10.183965007907853;118.06759;30
2891;416;229;62;242;447;350;10;12.842906718405173;257.438;37
2891;368;284;30;144;383;356;0;18.594713228959293;91.00006;0
2891;495;219;76;243;533;340;8;8.492896681842524;82.558815;37
2891;564;221;78;254;603;348;10;6.894080889857257;345.15674;37
2891;466;251;26;184;479;343;10;10.125431885235297;68.15972;38
2891;399;276;31;197;414;374;17;17.61440469918984;353.9898;38
2892;158;257;48;216;182;365;15;15.26952965576139;93.61231;30
2892;119;249;37;229;137;363;12;12.135776548001829;88.70852;30
2892;251;228;54;236;278;346;11;10.183965007907853;118.06759;30
2892;416;229;62;242;447;350;10;12.842906718405173;257.438;37
2892;370;286;30;144;385;358;0;17.899524210135265;94.105255;0
2892;495;219;76;243;533;340;8;8.492896681842524;82.558815;37
2892;564;221;78;254;603;348;10;6.894080889857257;345.15674;37
2892;482;254;26;184;495;346;10;10.05554421969332;34.05456;38
2892;402;267;30;196;417;365;17;17.467679751085;84.66009;38
2893;158;257;48;216;182;365;15;15.400493694978216;99.30363;30
2893;119;249;37;229;137;363;12;12.175834216128854;199.53935;30
2893;251;228;54;236;278;346;0;9.999905774382105;110.73101;30
2893;416;229;62;242;447;350;10;12.740412539564527;312.1303;37
2893;370;286;30;144;385;358;0;19.267835534395115;82.488914;0
2893;495;219;76;243;533;340;8;8.493971871634232;59.394016;37
2893;564;221;78;254;603;348;10;6.7698247555310695;19.989704;37
2893;482;254;26;184;495;346;10;10.034980726355922;289.9609;38
2893;402;267;30;196;417;365;17;17.23218568588318;303.15427;38
2894;158;257;48;216;182;365;15;15.369132745768724;106.650185;30
2894;119;249;37;229;137;363;12;12.179330377729213;82.18928;30
2894;251;228;54;236;278;346;11;10.947425654772124;155.13557;30
2894;416;229;62;242;447;350;10;12.716107448460495;269.05664;37
2894;370;286;30;144;385;358;0;20.11781111297721;89.16362;0
2894;495;219;76;243;533;340;8;8.616353294168151;77.10696;37
2894;564;221;78;254;603;348;10;6.752350496442306;191.37292;37
2894;482;254;26;184;495;346;10;10.113749897685963;64.92178;38
2894;402;267;30;196;417;365;17;17.139360511801947;108.467964;38
2895;158;257;48;216;182;365;15;15.296419140508405;92.025894;30
2895;119;249;37;229;137;363;12;12.195709138854012;188.00415;30
2895;251;228;54;236;278;346;11;10.861912347064221;106.08021;30
2895;435;223;62;248;466;347;10;10.790335838100873;86.962975;37
2895;370;286;30;144;385;358;22;19.96439130011983;93.59224;0
2895;508;204;75;258;545;333;8;8.278454609161317;82.21113;37
2895;583;222;59;253;612;348;9;5.915473694185608;343.59683;37
2895;482;254;26;184;495;346;10;9.973553971410212;336.4312;38
2895;402;267;30;196;417;365;17;17.146839515718863;112.488396;38
2896;158;257;48;216;182;365;15;15.34574838498602;102.45455;30
2896;119;249;37;229;137;363;12;12.172185373155862;89.37767;30
2896;251;228;54;236;278;346;11;10.833281761380915;111.99281;30
2896;435;223;62;248;466;347;10;10.800005141211736;44.467136;37
2896;370;286;30;144;385;358;22;21.728607058791038;87.12096;0
2896;508;204;75;258;545;333;8;8.29077757308861;87.63222;37
2896;583;222;59;253;612;348;9;5.917861131053284;347.43015;37
2896;482;254;26;184;495;346;10;10.07798866388193;279.57275;38
2896;402;267;30;196;417;365;17;17.23755148853095;38.906864;38
2897;158;257;48;216;182;365;15;15.337698723673311;114.00897;30
2897;119;249;37;229;137;363;12;12.052775814966713;207.28561;30
2897;251;228;54;236;278;346;11;10.529236215411748;114.844505;30
2897;435;223;62;248;466;347;10;10.81135680767489;47.03741;37
2897;370;286;30;144;385;358;0;20.39043923625675;89.819244;0
2897;508;204;75;258;545;333;8;8.216981088149694;59.54911;37
2897;583;222;59;253;612;348;9;5.795421334131034;23.926453;37
2897;482;254;26;184;495;346;10;10.074426115222291;337.44083;38
2897;402;267;30;196;417;365;17;17.184115103429367;43.35961;38
2898;158;257;48;216;182;365;15;15.337698723673311;114.00897;30
2898;119;249;37;229;137;363;12;12.052775814966713;207.28561;30
2898;251;228;54;236;278;346;11;10.529236215411748;114.844505;30
2898;435;223;62;248;466;347;10;10.81135680767489;47.03741;37
2898;370;286;30;144;385;358;0;20.39043923625675;89.819244;0
2898;508;204;75;258;545;333;8;8.216981088149694;59.54911;37
2898;583;222;59;253;612;348;9;5.795421334131034;23.926453;37
2898;482;254;26;184;495;346;10;10.074426115222291;337.44083;38
2898;402;267;30;196;417;365;17;17.184115103429367;43.35961;38
2899;158;257;48;216;182;365;15;15.301571200577994;114.5759;30
2899;119;249;37;229;137;363;12;12.041186540763743;187.1949;30
2899;251;228;54;236;278;346;11;10.841600536546347;129.51208;30
2899;435;223;62;248;466;347;10;10.772674675838008;62.899727;37
2899;370;286;30;144;385;358;21;20.64594292007551;83.37944;0
2899;508;204;75;258;545;333;8;8.222785787075292;63.030834;37
2899;583;222;59;253;612;348;9;5.795516838139635;47.26114;37
2899;482;254;26;184;495;346;10;10.129455913842278;8.459393;38
2899;402;267;30;196;417;365;17;17.139699954313073;98.70618;38
2900;158;257;48;216;182;365;15;15.381675329190074;94.48084;30
2900;119;249;37;229;137;363;12;11.918603592980638;182.24493;30
2900;251;228;54;236;278;346;11;10.929492074351717;137.3424;30
2900;435;223;62;248;466;347;10;10.757621659833642;64.22903;37
2900;370;286;30;144;385;358;20;21.61917049804463;95.182465;0
2900;508;204;75;258;545;333;8;8.238943107189714;67.160965;37
2900;583;222;59;253;612;348;9;5.6248621540345;4.8991246;37
2900;482;254;26;184;495;346;10;10.135584055267907;347.871;38
2900;402;267;30;196;417;365;17;17.19316600185432;274.12308;38
2901;158;257;48;216;182;365;15;15.381675329190074;94.48084;30
2901;119;249;37;229;137;363;12;11.918603592980638;182.24493;30
2901;251;228;54;236;278;346;11;10.929492074351717;137.3424;30
2901;435;223;62;248;466;347;10;10.757621659833642;64.22903;37
2901;370;286;30;144;385;358;20;21.61917049804463;95.182465;0
2901;508;204;75;258;545;333;8;8.238943107189714;67.160965;37
2901;583;222;59;253;612;348;9;5.6248621540345;4.8991246;37
2901;482;254;26;184;495;346;10;10.135584055267907;347.871;38
2901;402;267;30;196;417;365;17;17.19316600185432;274.12308;38
2902;158;257;48;216;182;365;15;15.553199799824334;96.04392;30
2902;119;249;37;229;137;363;12;11.876832314909155;212.94025;30
2902;251;228;54;236;278;346;11;10.685868010489415;104.55466;30
2902;435;223;62;248;466;347;10;10.828872203425677;79.57463;37
2902;370;286;30;144;385;358;23;23.075560072218536;144.1929;0
2902;508;204;75;258;545;333;8;8.251860259969416;73.334915;37
2902;583;222;59;253;612;348;9;5.5848716734667745;343.53278;37
2902;482;254;26;184;495;346;10;10.106742104437869;306.4505;38
2902;402;267;30;196;417;365;17;17.15727361155836;298.49597;38
2903;158;257;48;216;182;365;15;15.417591831313786;86.26776;30
2903;119;249;37;229;137;363;12;11.792726839539066;82.85781;30
2903;251;228;54;236;278;346;11;10.747689585516328;105.369934;30
2903;435;223;62;248;466;347;10;10.824480420633328;80.648705;37
2903;370;286;30;144;385;358;22;21.31183877268931;244.11856;0
2903;508;204;75;258;545;333;8;8.190845005934616;34.753933;37
2903;583;222;59;253;612;348;9;5.341456354923576;12.795562;37
2903;482;254;26;184;495;346;10;10.115682232802017;332.47986;38
2903;402;267;30;196;417;365;17;17.318864542770235;255.69403;38
2904;158;257;48;216;182;365;15;15.35808393184924;112.2818;30
2904;119;249;37;229;137;363;12;11.751992531310282;84.24567;30
2904;251;228;54;236;278;346;12;10.625300528907273;108.208244;30
2904;435;223;62;248;466;347;10;10.783006786679316;115.46145;37
2904;370;286;30;144;385;358;0;20.30170328513669;94.28218;0
2904;508;204;75;258;545;333;8;8.306923832396892;79.34247;37
2904;583;222;59;253;612;348;9;5.278289874229652;354.0687;37
2904;482;254;26;184;495;346;10;10.014394618389405;288.00018;38
2904;402;267;30;196;417;365;17;17.3134122606608;293.66373;38
2905;158;257;48;216;182;365;15;15.35808393184924;112.2818;30
2905;119;249;37;229;137;363;12;11.751992531310282;84.24567;30
2905;251;228;54;236;278;346;12;10.625300528907273;108.208244;30
2905;435;223;62;248;466;347;10;10.783006786679316;115.46145;37
2905;370;286;30;144;385;358;0;20.30170328513669;94.28218;0
2905;508;204;75;258;545;333;8;8.306923832396892;79.34247;37
2905;583;222;59;253;612;348;9;5.278289874229652;354.0687;37
2905;482;254;26;184;495;346;10;10.014394618389405;288.00018;38
2905;402;267;30;196;417;365;17;17.3134122606608;293.66373;38
2906;158;257;48;216;182;365;15;15.480831539640153;111.24044;30
2906;119;249;37;229;137;363;12;11.607190371502941;64.60804;30
2906;251;228;54;236;278;346;11;10.948380258871044;120.09256;30
2906;435;223;62;248;466;347;10;10.70500394648152;77.12305;37
2906;370;286;30;144;385;358;0;18.88349654755208;95.43906;0
2906;508;204;75;258;545;333;8;8.254097478410706;32.308495;37
2906;583;222;59;253;612;348;9;5.2313510981949225;1.5555018;37
2906;482;254;26;184;495;346;10;9.966515642848204;280.41016;38
2906;402;267;30;196;417;365;17;17.34449763607394;262.2906;38
2907;158;255;48;216;182;363;15;15.236336226309502;95.50303;30
2907;119;246;48;232;143;362;12;11.649599115740227;65.3829;30
2907;249;226;56;238;277;345;11;10.147878801415308;103.743416;30
2907;435;227;70;244;470;349;10;10.716157154845279;171.13907;37
2907;374;285;30;144;389;357;22;19.26570093349285;110.48911;0
2907;513;201;83;279;554;340;8;7.932994943106486;106.69163;37
2907;583;218;59;257;612;346;9;4.865283966760372;354.6579;37
2907;492;252;26;184;505;344;10;9.881861082940107;277.461;38
2907;405;267;30;196;420;365;17;17.166459034158937;120.30364;38
2908;158;255;48;216;182;363;15;15.236336226309502;95.50303;30
2908;119;246;48;232;143;362;12;11.649599115740227;65.3829;30
2908;249;226;56;238;277;345;11;10.147878801415308;103.743416;30
2908;435;227;70;244;470;349;10;10.716157154845279;171.13907;37
2908;374;285;30;144;389;357;22;19.26570093349285;110.48911;0
2908;513;201;83;279;554;340;8;7.932994943106486;106.69163;37
2908;583;218;59;257;612;346;9;4.865283966760372;354.6579;37
2908;492;252;26;184;505;344;10;9.881861082940107;277.461;38
2908;405;267;30;196;420;365;17;17.166459034158937;120.30364;38
2909;169;252;48;216;193;360;15;17.051474610702762;90.38666;30
2909;128;246;48;232;152;362;12;12.156102996281607;104.4269;30
2909;259;223;56;238;287;342;0;12.06956955611766;103.330055;30
2909;446;224;70;244;481;346;10;10.26824025545159;45.516727;37
2909;383;286;30;144;398;358;21;18.452252569187497;94.11583;0
2909;534;198;82;278;575;337;7;7.30434466569088;270.4552;37
2909;619;218;23;257;630;346;0;0.08898971944541292;332.20483;37
2909;505;246;26;184;518;338;9;9.293031155389583;41.448483;38
2909;416;266;30;196;431;364;16;16.37755970775875;88.14218;38
2910;169;252;48;216;193;360;15;15.544223503127002;125.281425;30
2910;128;246;48;232;152;362;12;11.755715275112756;76.5841;30
2910;259;223;56;238;287;342;0;9.363651761460003;101.741295;30
2910;446;224;70;244;481;346;9;10.477988170575511;118.57817;37
2910;383;286;30;144;398;358;22;19.00518575412144;92.641365;0
2910;534;198;82;278;575;337;7;7.2675657292628;83.779625;37
2910;619;218;23;257;630;346;0;0.0796370764913555;356.99994;37
2910;505;246;26;184;518;338;9;9.457051027461905;39.666122;38
2910;416;266;30;196;431;364;16;16.5812633564256;90.888855;38
2911;169;252;48;216;193;360;15;15.557609418796181;97.701355;30
2911;128;246;48;232;152;362;12;11.788764830992683;83.42016;30
2911;259;223;56;238;287;342;0;9.426755119323449;94.698265;30
2911;446;224;70;244;481;346;9;10.474473689607688;92.413086;37
2911;383;286;30;144;398;358;0;17.059406630961874;99.8645;0
2911;534;198;82;278;575;337;7;7.281587643861991;75.06963;37
2911;619;218;23;257;630;346;0;0.09763325867105394;355.3181;37
2911;505;246;26;184;518;338;9;9.245997687957312;295.917;38
2911;416;266;30;196;431;364;16;16.592948668745464;72.25028;38
2912;169;252;48;216;193;360;15;15.698607052160229;109.848206;30
2912;128;246;48;232;152;362;12;11.829991687196612;105.110176;30
2912;259;223;56;238;287;342;0;9.45338814245245;122.45803;30
2912;446;224;70;244;481;346;9;10.31474805578953;73.901024;37
2912;383;286;30;144;398;358;0;19.08565442191114;92.9018;0
2912;534;198;82;278;575;337;7;7.228847871024166;78.94852;37
2912;619;218;23;257;630;346;0;0.08695160610906959;356.67236;37
2912;505;246;26;184;518;338;9;9.3349996926234;338.30966;38
2912;416;266;30;196;431;364;16;16.539858225299703;225.90723;38
2913;169;252;48;216;193;360;15;15.879242939525104;90.4655;30
2913;128;246;48;232;152;362;12;11.882382433208932;88.75584;30
2913;259;223;56;238;287;342;0;9.095982477030573;129.06831;30
2913;446;224;70;244;481;346;9;10.40590373272376;111.25565;37
2913;383;286;30;144;398;358;22;18.503029538899757;101.22371;0
2913;534;198;82;278;575;337;7;7.157724654925314;86.670395;37
2913;619;218;23;257;630;346;0;0.028532516504375806;356.71255;37
2913;505;246;26;184;518;338;9;9.167061091003239;305.11932;38
2913;416;266;30;196;431;364;16;16.492757212152732;202.3018;38
2914;169;252;48;216;193;360;15;15.701085561820719;122.74584;30
2914;128;246;48;232;152;362;12;11.921189696953052;93.31016;30
2914;259;223;56;238;287;342;0;8.88625150936716;110.52179;30
2914;446;224;70;244;481;346;9;10.412672257740876;233.38449;37
2914;383;286;30;144;398;358;20;18.747882013469848;99.62588;0
2914;534;198;82;278;575;337;7;7.178245423912713;68.034134;37
2914;619;218;23;257;630;346;0;0.012636304710878909;353.74374;37
2914;505;246;26;184;518;338;9;8.851295158213608;351.01703;38
2914;416;266;30;196;431;364;16;16.56456431428666;39.02208;38
2915;169;252;48;216;193;360;15;15.640789825005667;97.96631;30
2915;128;246;48;232;152;362;12;11.90328090974124;158.31331;30
2915;259;223;56;238;287;342;0;8.836949398349942;138.6556;30
2915;446;224;70;244;481;346;9;10.611400703844458;312.27295;37
2915;383;286;30;144;398;358;21;20.084458766257356;83.82421;0
2915;534;198;82;278;575;337;7;7.206952960283751;69.40737;37
2915;619;218;23;257;630;346;0;0.0;185.67099;37
2915;505;246;26;184;518;338;9;9.17260020110435;322.4817;38
2915;416;266;30;196;431;364;16;16.826563746245842;50.9587;38
2916;169;252;48;216;193;360;15;15.501423459670502;88.87905;30
2916;128;246;48;232;152;362;12;12.077885316417762;93.63926;30
2916;259;223;56;238;287;342;0;8.853506574349854;105.181496;30
2916;446;224;70;244;481;346;9;10.59590263162382;7.2948475;37
2916;383;286;30;144;398;358;0;19.178675264437008;98.94467;0
2916;534;198;82;278;575;337;7;7.258091037110015;69.016396;37
2916;619;218;23;257;630;346;0;0.0;185.67099;37
2916;505;246;26;184;518;338;9;9.201700087573661;319.5677;38
2916;416;266;30;196;431;364;16;16.727702391066472;249.40091;38
2917;169;252;48;216;193;360;15;15.501423459670502;88.87905;30
2917;128;246;48;232;152;362;12;12.077885316417762;93.63926;30
2917;259;223;56;238;287;342;0;8.853506574349854;105.181496;30
2917;459;216;70;244;494;338;9;9.898620073674525;50.780052;37
2917;388;286;30;144;403;358;20;18.46389617029356;100.67378;0
2917;540;196;102;286;591;339;7;5.895430196616016;286.67276;37
2917;513;248;26;184;526;340;9;8.94174398938126;1.1623516;38
2917;426;266;30;196;441;364;16;15.899584377634582;88.755104;38
2918;169;252;48;216;193;360;15;15.16293772337304;120.78706;30
2918;128;246;48;232;152;362;12;11.95050152530745;108.20417;30
2918;259;223;56;238;287;342;0;8.64938399658484;123.26771;30
2918;459;216;70;244;494;338;9;9.930872435424055;71.57489;37
2918;388;286;30;144;403;358;20;20.506058756092866;273.72498;0
2918;540;196;102;286;591;339;7;5.985478733776068;5.3962755;37
2918;513;248;26;184;526;340;9;9.083882505533143;345.09912;38
2918;426;266;30;196;441;364;16;16.18979305103649;46.87244;38
2919;169;252;48;216;193;360;15;14.889638540137087;115.824814;30
2919;128;246;48;232;152;362;12;11.765298555357505;137.33817;30
2919;259;223;56;238;287;342;0;9.48927543204467;107.69363;30
2919;459;216;70;244;494;338;9;10.118829848535643;59.833252;37
2919;388;286;30;144;403;358;30;22.168759911431206;96.97227;0
2919;540;196;102;286;591;339;7;6.056280739304525;344.23257;37
2919;513;248;26;184;526;340;9;9.187117780701895;316.9204;38
2919;426;266;30;196;441;364;16;16.188779095229755;346.47983;38
2920;189;254;48;216;213;362;15;17.235656085534735;94.615234;30
2920;144;243;48;232;168;359;12;12.631010616950059;91.4473;30
2920;274;219;68;263;308;350;10;13.002454428616035;245.2854;30
2920;483;217;70;244;518;339;9;9.372862181377439;47.89558;37
2920;411;289;30;144;426;361;20;17.871683545373113;92.77932;0
2920;559;187;83;286;600;330;7;5.462435880746613;264.81348;37
2920;453;272;30;196;468;370;16;13.47604501942848;104.141396;38
2921;189;254;48;216;213;362;15;15.209832903521939;197.66936;30
2921;144;243;48;232;168;359;12;12.004667907850399;78.12357;30
2921;274;219;68;263;308;350;10;10.414081291236105;187.29214;30
2921;483;217;70;244;518;339;9;9.772101301692688;123.34286;37
2921;411;289;30;144;426;361;0;16.595990522367185;88.275826;0
2921;559;187;83;286;600;330;7;6.000225855960037;323.9372;37
2921;453;272;30;196;468;370;16;15.838707860180172;50.701126;38
2922;189;254;48;216;213;362;15;15.209832903521939;197.66936;30
2922;144;243;48;232;168;359;12;12.004667907850399;78.12357;30
2922;274;219;68;263;308;350;10;10.414081291236105;187.29214;30
2922;483;217;70;244;518;339;9;9.772101301692688;123.34286;37
2922;411;289;30;144;426;361;0;16.595990522367185;88.275826;0
2922;559;187;83;286;600;330;7;6.000225855960037;323.9372;37
2922;453;272;30;196;468;370;16;15.838707860180172;50.701126;38
2923;189;254;48;216;213;362;15;14.974163141419076;83.7928;30
2923;144;243;48;232;168;359;12;11.632857321642284;95.77866;30
2923;274;219;68;263;308;350;10;9.809087997821042;136.43608;30
2923;483;217;70;244;518;339;9;9.779640386165944;37.774845;37
2923;411;289;30;144;426;361;0;18.60391379518882;99.19089;0
2923;559;187;83;286;600;330;7;6.090018918446687;353.37177;37
2923;453;272;30;196;468;370;16;15.950004954492963;65.246506;38
2924;189;254;48;216;213;362;15;15.000912289621873;113.14405;30
2924;144;243;48;232;168;359;12;11.585716539143505;108.45061;30
2924;274;219;68;263;308;350;10;9.955398377092468;146.71558;30
2924;483;217;70;244;518;339;9;9.76802088006731;70.981155;37
2924;411;289;30;144;426;361;0;17.464728344807583;121.89739;0
2924;559;187;83;286;600;330;7;6.099273884942422;353.43814;37
2924;453;272;30;196;468;370;16;15.902151585804607;65.03155;38
2925;189;254;48;216;213;362;15;14.994964734536717;92.790695;30
2925;144;243;48;232;168;359;11;11.73514458711916;82.41032;30
2925;274;219;68;263;308;350;10;10.05508432504763;157.71216;30
2925;483;217;70;244;518;339;9;9.801014835878632;131.41354;37
2925;411;289;30;144;426;361;0;19.45629468017853;102.51307;0
2925;559;187;83;286;600;330;7;6.098927183848647;0.11153483;37
2925;453;272;30;196;468;370;16;15.868040408406156;80.28006;38
2926;189;254;48;216;213;362;15;15.038696786872265;83.618744;30
2926;144;243;48;232;168;359;12;11.73640112605747;91.25998;30
2926;274;219;68;263;308;350;10;10.137107209530758;201.99934;30
2926;483;217;70;244;518;339;9;9.789766956749384;71.52462;37
2926;411;289;30;144;426;361;0;18.58891638506152;87.38388;0
2926;559;187;83;286;600;330;7;6.105175190335409;346.3092;37
2926;453;272;30;196;468;370;16;15.875907190926862;56.195507;38
2927;189;254;48;216;213;362;15;15.038696786872265;83.618744;30
2927;144;243;48;232;168;359;12;11.73640112605747;91.25998;30
2927;274;219;68;263;308;350;10;10.137107209530758;201.99934;30
2927;483;217;70;244;518;339;9;9.789766956749384;71.52462;37
2927;411;289;30;144;426;361;0;18.58891638506152;87.38388;0
2927;559;187;83;286;600;330;7;6.105175190335409;346.3092;37
2927;453;272;30;196;468;370;16;15.875907190926862;56.195507;38
