fr_no;x;y;w;h;cx;cy;cen_dep;dep_avg;orient;group
2982;362;255;65;222;213;238;16.0;9.73;179.32;39
2983;574;220;65;259;319;239;15.0;14.43;265.13;30
2984;336;244;71;240;203;242;4.0;4.87;55.49;39
2984;336;244;71;240;203;242;4.0;4.87;55.49;0
2985;439;254;70;222;254;238;4.0;6.54;11.45;39
2985;439;254;70;222;254;238;4.0;6.54;11.45;39
2986;465;250;81;230;273;240;4.0;6.02;70.39;39
2987;527;243;84;237;305;240;4.0;4.78;13.13;39
2988;538;245;90;236;314;240;4.0;5.14;60.32;39
2989;471;242;74;235;272;238;4.0;4.06;45.27;39
2990;483;237;74;244;278;240;4.0;4.06;70.82;39
2991;492;239;71;238;281;238;4.0;4.01;47.77;39
2992;501;243;72;234;286;238;4.0;4.02;43.56;39
2993;520;233;84;248;302;240;4.0;4.05;36.0;39
2994;530;232;71;247;300;239;4.0;4.02;69.44;39
2995;333;158;110;329;221;243;4.0;5.56;52.84;40
2996;538;231;72;245;305;238;4.0;4.01;76.28;39
2997;532;234;69;246;300;240;4.0;4.26;9.22;39
2998;502;241;68;233;285;237;4.0;4.05;70.62;39
2998;502;241;68;233;285;237;4.0;4.05;70.62;39
3000;460;249;72;227;266;238;6.0;8.28;28.51;39
3001;439;246;73;235;256;240;6.0;10.34;50.41;39
3002;429;249;71;230;250;239;6.0;9.58;95.61;39
3003;410;252;69;224;239;238;16.0;12.23;359.23;39
3004;325;244;66;232;195;238;4.0;6.19;25.42;39
3005;525;223;112;258;318;240;18.0;16.26;268.4;41
3005;525;223;112;258;318;240;18.0;16.26;268.4;41
3006;513;224;119;257;316;240;18.0;16.45;72.37;41
3006;513;224;119;257;316;240;18.0;16.45;72.37;41
3007;510;226;128;254;319;240;18.0;16.61;239.73;41
3007;510;226;128;254;319;240;18.0;16.61;239.73;41
3008;317;251;74;226;195;238;10.0;11.83;58.0;39
3009;504;224;121;257;312;240;18.0;16.8;78.42;41
3009;504;224;121;257;312;240;18.0;16.8;78.42;41
3010;486;227;129;254;307;240;18.0;16.82;101.06;41
3011;479;235;89;243;284;239;18.0;17.29;90.79;41
3012;116;231;75;251;95;241;15.0;13.14;63.74;39
3012;116;231;75;251;95;241;15.0;13.14;63.74;39
3013;344;236;107;232;225;234;18.0;16.68;106.19;41
3013;344;236;107;232;225;234;18.0;16.68;106.19;41
3014;329;225;107;241;218;233;18.0;16.95;72.58;41
3015;431;188;141;293;286;240;10.0;10.83;116.65;41
3016;384;187;137;299;260;243;10.0;11.37;136.18;41
3017;353;187;132;299;242;243;10.0;12.89;100.52;41
3018;525;263;77;198;301;230;20.0;19.49;130.98;42
3018;525;263;77;198;301;230;20.0;19.49;130.98;42
3019;518;247;85;231;301;239;21.0;20.78;260.3;42
3019;518;247;85;231;301;239;21.0;20.78;260.3;42
3020;295;188;132;298;213;243;13.0;14.15;105.72;41
3021;237;187;128;296;182;241;20.0;17.05;141.18;41
3022;186;187;133;294;159;240;20.0;18.25;126.2;41
3023;347;268;58;186;202;227;21.0;20.18;119.17;42
3024;578;239;61;237;319;238;28.0;27.22;285.53;44
3025;124;179;140;308;132;243;20.0;17.42;121.29;41
3026;370;238;68;240;219;239;10.0;16.52;90.32;42
3027;523;260;69;221;296;240;32.0;28.1;248.43;44
3027;523;260;69;221;296;240;32.0;28.1;248.43;44
3028;551;131;90;353;320;242;31.0;25.95;288.19;43
3029;333;231;65;233;199;232;25.0;20.28;60.85;42
3029;333;231;65;233;199;232;25.0;20.28;60.85;43
3030;500;133;139;351;319;242;32.0;23.15;275.57;43
3031;268;233;85;249;176;241;25.0;24.75;160.68;42
3031;268;233;85;249;176;241;25.0;24.75;160.68;43
3032;298;185;122;298;210;241;31.0;26.36;77.89;43
3033;237;236;66;234;151;235;26.0;25.27;73.16;42
3033;237;236;66;234;151;235;26.0;25.27;73.16;43
3034;192;229;77;247;134;238;26.0;24.8;39.47;42
3034;192;229;77;247;134;238;26.0;24.8;39.47;43
3035;169;232;78;248;123;240;28.0;24.43;98.58;42
3036;148;234;88;244;118;239;27.0;24.21;117.59;42
3036;148;234;88;244;118;239;27.0;24.21;117.59;42
3037;142;230;85;252;113;241;28.0;23.82;95.47;42
3038;319;248;56;217;187;232;12.0;16.27;299.44;44
3038;319;248;56;217;187;232;12.0;16.27;299.44;44
3039;317;236;59;212;188;224;12.0;17.11;265.76;44
3039;317;236;59;212;188;224;12.0;17.11;265.76;44
3040;316;230;63;209;189;219;12.0;15.48;276.98;44
3040;316;230;63;209;189;219;12.0;15.48;276.98;44
3041;319;226;61;201;190;213;12.0;15.95;277.64;44
3041;319;226;61;201;190;213;12.0;15.95;277.64;44
3042;207;121;124;356;165;238;11.0;14.86;128.43;43
3043;211;116;124;363;167;239;11.0;14.43;166.88;43
3044;136;149;104;303;120;226;13.0;17.57;281.34;42
3044;136;149;104;303;120;226;13.0;17.57;281.34;42
3045;137;149;104;304;120;226;13.0;17.42;289.14;42
3045;137;149;104;304;120;226;13.0;17.42;289.14;42
3046;135;148;108;305;121;226;13.0;17.48;288.79;42
3046;135;148;108;305;121;226;13.0;17.48;288.79;42
3047;362;148;69;337;215;242;11.0;12.39;69.57;44
3047;362;148;69;337;215;242;11.0;12.39;69.57;43
3048;360;203;87;281;223;242;12.0;16.94;4.86;44
3048;360;203;87;281;223;242;12.0;16.94;4.86;43
3049;318;273;65;204;191;238;24.0;20.96;83.74;44
3049;318;273;65;204;191;238;24.0;20.96;83.74;44
3050;315;255;65;219;190;237;12.0;17.52;82.6;44
3050;315;255;65;219;190;237;12.0;17.52;82.6;44
3051;318;240;64;231;191;235;12.0;15.47;72.62;44
3051;318;240;64;231;191;235;12.0;15.47;72.62;44
3052;317;223;68;239;192;231;11.0;14.54;81.55;44
3052;317;223;68;239;192;231;11.0;14.54;81.55;44
3053;320;230;67;234;193;232;11.0;14.29;74.77;44
3053;320;230;67;234;193;232;11.0;14.29;74.77;44
3054;377;187;93;298;235;242;7.0;13.49;36.23;43
3055;379;187;98;296;238;241;7.0;13.44;11.75;43
3056;325;264;86;215;205;239;12.0;16.74;334.52;44
3056;325;264;86;215;205;239;12.0;16.74;334.52;44
3056;325;264;86;215;205;239;12.0;16.74;334.52;43
3057;324;267;87;212;205;239;12.0;16.3;47.19;44
3057;324;267;87;212;205;239;12.0;16.3;47.19;44
3057;324;267;87;212;205;239;12.0;16.3;47.19;44
3058;336;278;70;202;203;240;25.0;19.18;0.65;44
3058;336;278;70;202;203;240;25.0;19.18;0.65;44
3059;333;278;73;201;203;239;25.0;19.41;9.39;44
3059;333;278;73;201;203;239;25.0;19.41;9.39;44
3060;328;264;81;219;204;241;12.0;16.75;64.67;44
3060;328;264;81;219;204;241;12.0;16.75;64.67;44
3060;328;264;81;219;204;241;12.0;16.75;64.67;44
3061;340;245;69;227;204;236;11.0;14.97;84.51;44
3061;340;245;69;227;204;236;11.0;14.97;84.51;44
3061;340;245;69;227;204;236;11.0;14.97;84.51;44
3062;343;239;68;228;205;233;11.0;14.46;79.17;44
3062;343;239;68;228;205;233;11.0;14.46;79.17;44
3062;343;239;68;228;205;233;11.0;14.46;79.17;44
3063;343;228;69;221;206;224;11.0;13.49;66.69;44
3063;343;228;69;221;206;224;11.0;13.49;66.69;44
3064;411;128;93;358;252;243;6.0;9.95;357.25;43
3065;415;71;89;407;252;239;6.0;8.3;5.45;43
3066;408;60;97;419;252;239;6.0;8.65;33.83;43
3067;406;55;105;425;255;240;7.0;8.66;321.24;43
3068;416;69;93;411;254;240;6.0;8.73;3.0;43
3069;418;76;96;407;257;241;6.0;8.51;7.37;43
3070;154;132;113;333;133;232;18.0;16.92;289.3;42
3070;154;132;113;333;133;232;18.0;16.92;289.3;42
3070;154;132;113;333;133;232;18.0;16.92;289.3;42
3071;153;133;115;332;134;232;18.0;17.06;285.48;42
3071;153;133;115;332;134;232;18.0;17.06;285.48;42
3071;153;133;115;332;134;232;18.0;17.06;285.48;42
3072;154;133;114;333;134;233;18.0;16.99;283.01;42
3072;154;133;114;333;134;233;18.0;16.99;283.01;42
3072;154;133;114;333;134;233;18.0;16.99;283.01;42
3073;155;133;113;332;134;232;18.0;17.05;288.84;42
3073;155;133;113;332;134;232;18.0;17.05;288.84;42
3073;155;133;113;332;134;232;18.0;17.05;288.84;42
3074;154;131;112;331;133;231;18.0;17.13;289.46;42
3074;154;131;112;331;133;231;18.0;17.13;289.46;42
3074;154;131;112;331;133;231;18.0;17.13;289.46;42
3075;156;134;112;336;134;235;18.0;16.91;301.14;42
3075;156;134;112;336;134;235;18.0;16.91;301.14;42
3075;156;134;112;336;134;235;18.0;16.91;301.14;42
3076;425;118;107;361;266;239;6.0;9.64;56.89;43
3077;427;122;110;358;268;240;6.0;9.46;6.78;43
3078;160;185;106;298;133;241;21.0;19.13;111.22;42
3078;160;185;106;298;133;241;21.0;19.13;111.22;42
3078;160;185;106;298;133;241;21.0;19.13;111.22;42
3079;159;185;107;298;133;241;21.0;19.24;203.84;42
3079;159;185;107;298;133;241;21.0;19.24;203.84;42
3079;159;185;107;298;133;241;21.0;19.24;203.84;42
3080;161;185;105;298;133;241;21.0;19.26;234.71;42
3080;161;185;105;298;133;241;21.0;19.26;234.71;42
3080;161;185;105;298;133;241;21.0;19.26;234.71;42
3081;428;130;116;354;272;242;6.0;10.05;359.62;43
3082;410;135;119;348;264;241;6.0;9.46;289.27;43
3083;18;222;94;230;56;226;18.0;17.69;202.31;42
3083;18;222;94;230;56;226;18.0;17.69;202.31;45
3084;46;199;76;281;61;240;19.0;16.69;17.47;42
3084;46;199;76;281;61;240;19.0;16.69;17.47;45
3085;41;199;79;276;60;237;19.0;17.01;38.36;42
3085;41;199;79;276;60;237;19.0;17.01;38.36;42
3086;0;195;82;287;41;241;10.0;10.83;104.52;42
3087;0;192;72;291;36;241;10.0;9.86;99.55;42
3088;327;136;116;349;221;242;6.0;6.96;338.33;43
3089;327;139;122;346;224;242;5.0;6.73;338.39;43
3090;331;139;116;346;223;242;5.0;6.57;358.86;43
3091;330;140;120;343;225;241;5.0;6.48;343.95;43
3092;331;144;117;338;224;241;5.0;6.41;7.08;43
3093;332;139;116;344;224;241;5.0;6.35;5.09;43
3094;331;137;116;348;223;242;5.0;6.38;354.37;43
3095;333;138;127;345;230;241;5.0;6.21;21.12;43
3096;328;132;123;351;225;241;5.0;6.3;17.96;43
3097;327;133;128;351;227;242;5.0;6.15;5.86;43
3098;338;138;117;346;227;242;5.0;6.09;13.43;43
3099;339;136;118;348;228;242;5.0;6.13;5.78;43
3100;1;194;76;286;38;240;10.0;9.66;98.51;42
3101;0;191;75;289;37;240;10.0;9.6;96.01;42
3102;337;132;124;352;230;242;5.0;6.11;5.59;43
3103;337;133;121;352;229;242;5.0;6.16;4.58;43
3104;0;192;77;289;38;240;10.0;9.66;103.18;42
3105;0;192;76;288;38;240;10.0;9.88;94.31;42
3106;0;192;77;288;38;240;10.0;9.76;102.45;42
3107;0;192;80;290;40;241;10.0;9.97;104.4;42
3108;0;192;82;290;41;241;10.0;10.5;104.91;42
3109;342;136;127;344;234;240;5.0;5.96;12.44;43
3110;347;134;118;348;232;241;5.0;5.98;9.58;43
3111;9;191;85;288;47;239;10.0;11.63;119.01;42
3111;9;191;85;288;47;239;10.0;11.63;119.01;46
3111;9;191;85;288;47;239;10.0;11.63;119.01;46
3112;35;198;79;280;57;239;18.0;16.15;104.01;42
3112;35;198;79;280;57;239;18.0;16.15;104.01;46
3112;35;198;79;280;57;239;18.0;16.15;104.01;46
3113;47;197;79;283;63;240;18.0;16.95;298.53;42
3113;47;197;79;283;63;240;18.0;16.95;298.53;42
3113;47;197;79;283;63;240;18.0;16.95;298.53;46
3114;389;129;120;351;254;240;5.0;6.36;356.73;43
3115;396;125;125;355;260;240;5.0;6.4;6.49;43
3116;73;197;78;281;75;239;19.0;18.2;124.65;42
3116;73;197;78;281;75;239;19.0;18.2;124.65;46
3116;73;197;78;281;75;239;19.0;18.2;124.65;46
3117;77;199;79;276;78;237;19.0;18.29;100.14;42
3117;77;199;79;276;78;237;19.0;18.29;100.14;46
3117;77;199;79;276;78;237;19.0;18.29;100.14;46
3118;81;197;77;280;79;238;20.0;18.46;203.45;42
3118;81;197;77;280;79;238;20.0;18.46;203.45;46
3118;81;197;77;280;79;238;20.0;18.46;203.45;46
3119;94;197;80;278;87;237;20.0;18.64;16.04;42
3119;94;197;80;278;87;237;20.0;18.64;16.04;46
3119;94;197;80;278;87;237;20.0;18.64;16.04;46
3120;113;186;76;297;94;241;20.0;18.81;201.35;42
3120;113;186;76;297;94;241;20.0;18.81;201.35;46
3121;123;189;79;291;101;240;20.0;18.9;92.89;42
3121;123;189;79;291;101;240;20.0;18.9;92.89;42
3121;123;189;79;291;101;240;20.0;18.9;92.89;46
3122;129;191;79;288;104;239;20.0;19.05;95.1;42
3122;129;191;79;288;104;239;20.0;19.05;95.1;46
3122;129;191;79;288;104;239;20.0;19.05;95.1;46
3123;466;111;146;371;306;241;5.0;8.06;327.92;43
3123;466;111;146;371;306;241;5.0;8.06;327.92;43
3124;185;169;130;313;157;241;20.0;18.06;243.27;42
3124;185;169;130;313;157;241;20.0;18.06;243.27;42
3125;191;169;132;314;161;241;20.0;18.48;260.86;42
3125;191;169;132;314;161;241;20.0;18.48;260.86;42
3126;205;168;123;316;164;242;20.0;18.35;260.76;42
3126;205;168;123;316;164;242;20.0;18.35;260.76;42
3126;205;168;123;316;164;242;20.0;18.35;260.76;42
3127;209;163;135;320;172;241;20.0;18.95;242.31;42
3127;209;163;135;320;172;241;20.0;18.95;242.31;42
3128;237;162;121;317;179;239;21.0;19.47;272.19;42
3129;236;163;125;315;180;239;22.0;20.09;262.02;42
3129;236;163;125;315;180;239;22.0;20.09;262.02;42
3130;260;153;121;328;190;240;22.0;20.72;255.29;42
3131;263;151;119;329;191;240;22.0;20.9;234.28;42
3132;266;149;121;332;193;240;22.0;20.87;233.62;42
3132;266;149;121;332;193;240;22.0;20.87;233.62;42
3133;291;152;112;327;201;239;18.0;20.87;265.46;42
3134;292;148;113;331;202;239;18.0;20.85;262.65;42
3134;292;148;113;331;202;239;18.0;20.85;262.65;42
3135;311;142;105;340;208;241;29.0;21.57;287.46;42
3136;312;136;107;346;209;241;29.0;21.86;280.16;42
3136;312;136;107;346;209;241;29.0;21.86;280.16;42
3137;323;135;115;348;219;241;28.0;21.47;272.62;42
3137;323;135;115;348;219;241;28.0;21.47;272.62;42
3138;13;57;222;431;117;244;0.0;6.51;211.37;47
3139;353;135;138;346;245;240;27.0;18.38;289.85;42
3139;353;135;138;346;245;240;27.0;18.38;289.85;42
3139;353;135;138;346;245;240;27.0;18.38;289.85;42
3140;477;17;164;462;320;239;21.0;19.55;79.6;43
3140;477;17;164;462;320;239;21.0;19.55;79.6;42
3141;379;136;151;338;265;237;26.0;16.75;310.46;42
3141;379;136;151;338;265;237;26.0;16.75;310.46;42
3142;381;137;153;338;267;237;26.0;16.64;275.35;42
3142;381;137;153;338;267;237;26.0;16.64;275.35;42
3143;486;138;82;302;284;220;28.0;21.7;325.4;42
3144;399;128;151;348;275;238;26.0;14.31;280.64;42
3144;399;128;151;348;275;238;26.0;14.31;280.64;42
3145;403;129;148;349;275;239;26.0;14.23;52.28;42
3145;403;129;148;349;275;239;26.0;14.23;52.28;42
3146;404;126;147;353;275;239;25.0;13.81;39.53;42
3147;130;38;187;448;158;243;0.0;7.98;220.21;47
3148;429;140;149;336;289;238;8.0;12.2;203.77;42
3148;429;140;149;336;289;238;8.0;12.2;203.77;42
3149;141;40;183;447;162;243;5.0;8.54;230.99;47
3150;441;146;131;332;286;239;8.0;10.24;108.56;42
3150;441;146;131;332;286;239;8.0;10.24;108.56;42
3151;468;150;116;330;292;240;8.0;9.68;303.12;42
3151;468;150;116;330;292;240;8.0;9.68;303.12;42
3152;470;149;111;330;290;239;8.0;9.19;314.61;42
3152;470;149;111;330;290;239;8.0;9.19;314.61;42
3153;470;147;111;331;290;239;8.0;9.17;291.6;42
3153;470;147;111;331;290;239;8.0;9.17;291.6;42
3154;476;144;95;336;285;240;8.0;8.0;268.38;42
3154;476;144;95;336;285;240;8.0;8.0;268.38;42
3155;438;181;72;280;255;230;0.0;4.62;79.64;42
3155;438;181;72;280;255;230;0.0;4.62;79.64;42
3155;438;181;72;280;255;230;0.0;4.62;79.64;46
3156;436;180;73;282;254;231;0.0;4.51;82.68;42
3156;436;180;73;282;254;231;0.0;4.51;82.68;42
3156;436;180;73;282;254;231;0.0;4.51;82.68;46
3157;361;198;81;203;221;200;8.0;6.78;110.29;46
3157;361;198;81;203;221;200;8.0;6.78;110.29;46
3158;493;173;78;297;285;235;8.0;9.33;59.55;42
3159;484;170;76;302;280;236;8.0;9.68;77.08;42
3160;479;166;93;315;286;240;8.0;12.54;265.61;42
3161;469;164;108;319;288;241;8.0;13.14;265.93;42
3161;469;164;108;319;288;241;8.0;13.14;265.93;42
3162;463;150;116;331;289;240;8.0;13.4;266.64;42
3162;463;150;116;331;289;240;8.0;13.4;266.64;42
3163;461;147;120;332;290;239;8.0;14.05;291.66;42
3163;461;147;120;332;290;239;8.0;14.05;291.66;42
3164;459;142;125;337;292;239;8.0;14.53;276.94;42
3164;459;142;125;337;292;239;8.0;14.53;276.94;42
3165;458;136;127;343;292;239;8.0;14.66;273.88;42
3165;458;136;127;343;292;239;8.0;14.66;273.88;42
3166;457;135;127;345;292;240;26.0;14.98;4.85;42
3166;457;135;127;345;292;240;26.0;14.98;4.85;42
3167;460;135;127;348;293;241;25.0;15.67;270.91;42
3167;460;135;127;348;293;241;25.0;15.67;270.91;42
3168;458;135;129;348;293;241;25.0;16.25;282.79;42
3168;458;135;129;348;293;241;25.0;16.25;282.79;42
3169;458;134;136;349;297;241;25.0;17.03;300.18;42
3169;458;134;136;349;297;241;25.0;17.03;300.18;42
3170;462;134;123;350;292;242;25.0;16.54;285.7;42
3170;462;134;123;350;292;242;25.0;16.54;285.7;42
3171;458;134;130;349;294;241;25.0;17.2;293.39;42
3171;458;134;130;349;294;241;25.0;17.2;293.39;42
3173;405;135;121;350;263;242;25.0;19.52;289.2;42
3173;405;135;121;350;263;242;25.0;19.52;289.2;42
3173;405;135;121;350;263;242;25.0;19.52;289.2;42
3174;407;135;121;348;264;241;25.0;19.75;279.79;42
3174;407;135;121;348;264;241;25.0;19.75;279.79;42
3175;433;130;127;353;280;241;26.0;19.41;265.29;42
3175;433;130;127;353;280;241;26.0;19.41;265.29;42
3175;433;130;127;353;280;241;26.0;19.41;265.29;42
3176;435;132;129;351;282;241;26.0;19.24;269.83;42
3176;435;132;129;351;282;241;26.0;19.24;269.83;42
3176;435;132;129;351;282;241;26.0;19.24;269.83;42
3177;434;130;129;353;281;241;26.0;18.95;268.42;42
3177;434;130;129;353;281;241;26.0;18.95;268.42;42
3177;434;130;129;353;281;241;26.0;18.95;268.42;42
3178;418;133;128;350;273;241;25.0;18.9;336.34;42
3178;418;133;128;350;273;241;25.0;18.9;336.34;42
3178;418;133;128;350;273;241;25.0;18.9;336.34;42
3179;412;133;125;351;268;242;25.0;19.03;260.87;42
3179;412;133;125;351;268;242;25.0;19.03;260.87;42
3180;410;133;124;351;267;242;26.0;19.74;260.4;42
3180;410;133;124;351;267;242;26.0;19.74;260.4;42
3181;391;132;115;354;253;243;26.0;21.3;249.63;42
3181;391;132;115;354;253;243;26.0;21.3;249.63;42
3181;391;132;115;354;253;243;26.0;21.3;249.63;42
3182;10;55;230;424;120;239;0.0;5.82;141.52;47
3183;362;132;116;354;239;243;28.0;21.94;264.82;42
3183;362;132;116;354;239;243;28.0;21.94;264.82;42
3183;362;132;116;354;239;243;28.0;21.94;264.82;42
3184;361;133;123;352;242;242;28.0;21.89;260.82;42
3184;361;133;123;352;242;242;28.0;21.89;260.82;42
3185;358;132;112;353;235;242;28.0;22.59;260.9;42
3185;358;132;112;353;235;242;28.0;22.59;260.9;42
3185;358;132;112;353;235;242;28.0;22.59;260.9;42
3186;359;132;109;353;234;242;27.0;22.69;270.12;42
3186;359;132;109;353;234;242;27.0;22.69;270.12;42
3186;359;132;109;353;234;242;27.0;22.69;270.12;42
3187;357;132;109;353;233;242;27.0;22.59;253.75;42
3187;357;132;109;353;233;242;27.0;22.59;253.75;42
3188;343;129;118;355;230;242;28.0;22.41;153.39;42
3188;343;129;118;355;230;242;28.0;22.41;153.39;42
3188;343;129;118;355;230;242;28.0;22.41;153.39;42
3189;343;129;121;354;232;241;28.0;22.1;256.84;42
3189;343;129;121;354;232;241;28.0;22.1;256.84;42
3189;343;129;121;354;232;241;28.0;22.1;256.84;42
3190;343;127;118;358;230;242;28.0;22.34;218.0;42
3190;343;127;118;358;230;242;28.0;22.34;218.0;42
3190;343;127;118;358;230;242;28.0;22.34;218.0;42
3191;342;126;119;359;230;242;28.0;22.42;212.62;42
3191;342;126;119;359;230;242;28.0;22.42;212.62;42
3191;342;126;119;359;230;242;28.0;22.42;212.62;42
3192;344;126;116;360;230;243;28.0;22.44;203.36;42
3192;344;126;116;360;230;243;28.0;22.44;203.36;42
3192;344;126;116;360;230;243;28.0;22.44;203.36;42
3193;340;130;114;355;227;242;27.0;22.47;270.79;42
3193;340;130;114;355;227;242;27.0;22.47;270.79;42
3194;339;131;119;352;229;241;27.0;22.27;123.68;42
3194;339;131;119;352;229;241;27.0;22.27;123.68;42
3194;339;131;119;352;229;241;27.0;22.27;123.68;42
3195;342;132;114;352;228;242;27.0;22.43;160.13;42
3195;342;132;114;352;228;242;27.0;22.43;160.13;42
3195;342;132;114;352;228;242;27.0;22.43;160.13;42
3196;339;129;117;353;228;241;27.0;22.26;120.43;42
3196;339;129;117;353;228;241;27.0;22.26;120.43;42
3196;339;129;117;353;228;241;27.0;22.26;120.43;42
3197;231;191;73;195;152;193;22.0;15.41;89.54;46
3197;231;191;73;195;152;193;22.0;15.41;89.54;46
3198;341;129;116;353;228;241;27.0;22.26;117.75;42
3198;341;129;116;353;228;241;27.0;22.26;117.75;42
3198;341;129;116;353;228;241;27.0;22.26;117.75;42
3199;231;192;73;194;152;193;21.0;15.63;103.61;46
3199;231;192;73;194;152;193;21.0;15.63;103.61;46
3200;341;130;116;354;228;242;27.0;22.38;154.68;42
3200;341;130;116;354;228;242;27.0;22.38;154.68;42
3200;341;130;116;354;228;242;27.0;22.38;154.68;42
3201;339;130;117;354;228;242;27.0;22.24;164.18;42
3201;339;130;117;354;228;242;27.0;22.24;164.18;42
3201;339;130;117;354;228;242;27.0;22.24;164.18;42
3202;229;193;71;192;150;192;21.0;14.67;106.71;46
3202;229;193;71;192;150;192;21.0;14.67;106.71;46
3203;361;127;114;362;237;244;28.0;22.67;258.05;42
3203;361;127;114;362;237;244;28.0;22.67;258.05;42
3204;375;131;125;351;250;241;17.0;21.48;260.41;42
3204;375;131;125;351;250;241;17.0;21.48;260.41;42
3205;410;124;117;362;263;243;25.0;21.4;293.62;42
3205;410;124;117;362;263;243;25.0;21.4;293.62;42
3206;420;123;132;357;276;240;25.0;21.82;266.88;42
3206;420;123;132;357;276;240;25.0;21.82;266.88;42
3206;420;123;132;357;276;240;25.0;21.82;266.88;42
3207;443;121;133;361;288;241;25.0;20.51;271.64;42
3207;443;121;133;361;288;241;25.0;20.51;271.64;42
3207;443;121;133;361;288;241;25.0;20.51;271.64;42
3208;461;118;135;365;298;241;24.0;19.4;267.41;42
3208;461;118;135;365;298;241;24.0;19.4;267.41;42
3209;468;116;136;365;302;240;24.0;19.8;259.69;42
3209;468;116;136;365;302;240;24.0;19.8;259.69;42
3209;468;116;136;365;302;240;24.0;19.8;259.69;42
3210;489;118;133;360;311;239;24.0;19.73;94.36;42
3210;489;118;133;360;311;239;24.0;19.73;94.36;42
3211;376;193;74;188;225;190;7.0;6.88;112.75;46
3212;512;112;127;371;319;241;8.0;10.95;262.69;42
3212;512;112;127;371;319;241;8.0;10.95;262.69;42
3213;479;156;85;318;282;237;7.0;6.19;65.63;42
3214;522;119;122;363;322;241;8.0;11.03;264.31;42
3214;522;119;122;363;322;241;8.0;11.03;264.31;42
3215;490;115;123;365;306;240;24.0;17.95;82.9;42
3215;490;115;123;365;306;240;24.0;17.95;82.9;42
3216;415;120;129;361;272;240;25.0;20.51;261.28;42
3216;415;120;129;361;272;240;25.0;20.51;261.28;42
3216;415;120;129;361;272;240;25.0;20.51;261.28;42
3217;414;120;131;361;272;240;26.0;21.39;275.14;42
3217;414;120;131;361;272;240;26.0;21.39;275.14;42
3217;414;120;131;361;272;240;26.0;21.39;275.14;42
3218;415;119;131;362;273;240;26.0;21.47;268.01;42
3218;415;119;131;362;273;240;26.0;21.47;268.01;42
3219;512;6;128;478;320;242;17.0;19.27;83.68;42
3220;390;117;126;365;258;241;26.0;21.94;286.91;42
3220;390;117;126;365;258;241;26.0;21.94;286.91;42
3221;387;118;133;361;260;239;25.0;21.92;262.73;42
3221;387;118;133;361;260;239;25.0;21.92;262.73;42
3222;389;117;128;364;258;240;25.0;21.96;270.02;42
3222;389;117;128;364;258;240;25.0;21.96;270.02;42
3223;384;118;131;362;257;240;26.0;22.17;269.96;42
3223;384;118;131;362;257;240;26.0;22.17;269.96;42
3223;384;118;131;362;257;240;26.0;22.17;269.96;42
3224;363;118;139;365;251;241;27.0;21.82;246.71;42
3224;363;118;139;365;251;241;27.0;21.82;246.71;42
3224;363;118;139;365;251;241;27.0;21.82;246.71;42
3225;362;116;141;369;251;242;26.0;21.74;235.46;42
3225;362;116;141;369;251;242;26.0;21.74;235.46;42
3225;362;116;141;369;251;242;26.0;21.74;235.46;42
3226;360;117;139;367;249;242;26.0;21.84;246.54;42
3226;360;117;139;367;249;242;26.0;21.84;246.54;42
3227;361;116;142;367;251;241;27.0;21.7;239.6;42
3227;361;116;142;367;251;241;27.0;21.7;239.6;42
3227;361;116;142;367;251;241;27.0;21.7;239.6;42
3228;465;114;79;367;272;240;16.0;20.43;321.72;42
3229;460;115;78;367;269;241;16.0;19.72;282.3;42
3230;347;111;138;374;242;242;26.0;21.45;267.9;42
3230;347;111;138;374;242;242;26.0;21.45;267.9;42
3231;351;111;136;373;243;242;26.0;21.5;259.91;42
3231;351;111;136;373;243;242;26.0;21.5;259.91;42
3232;352;113;133;372;242;242;26.0;21.61;270.53;42
3232;352;113;133;372;242;242;26.0;21.61;270.53;42
3233;352;111;136;374;244;242;26.0;21.44;255.59;42
3233;352;111;136;374;244;242;26.0;21.44;255.59;42
3234;353;110;137;376;245;243;26.0;21.35;275.0;42
3234;353;110;137;376;245;243;26.0;21.35;275.0;42
3235;467;106;83;369;275;237;16.0;18.41;273.06;42
3236;467;108;84;366;275;237;16.0;18.41;278.88;42
3237;466;100;82;379;274;239;16.0;17.5;267.08;42
3238;244;182;78;248;161;215;20.0;19.78;117.78;46
3238;244;182;78;248;161;215;20.0;19.78;117.78;46
3239;468;95;85;385;276;240;16.0;17.52;177.58;42
3240;244;180;80;251;162;215;20.0;19.9;103.59;46
3240;244;180;80;251;162;215;20.0;19.9;103.59;46
3241;250;182;74;246;162;214;20.0;19.92;78.52;46
3241;250;182;74;246;162;214;20.0;19.92;78.52;46
3242;248;179;76;253;162;216;20.0;19.87;112.43;46
3242;248;179;76;253;162;216;20.0;19.87;112.43;46
3243;245;179;81;251;163;215;20.0;19.94;147.83;46
3243;245;179;81;251;163;215;20.0;19.94;147.83;46
3244;463;99;96;382;279;240;16.0;17.98;59.32;42
3245;249;181;75;248;162;214;20.0;19.82;111.53;46
3245;249;181;75;248;162;214;20.0;19.82;111.53;46
3246;326;151;73;329;199;240;23.0;22.03;130.93;42
3247;325;149;77;330;201;239;23.0;22.1;207.44;42
3248;326;148;76;332;201;240;23.0;22.03;86.84;42
3249;326;146;77;332;201;239;23.0;22.1;35.42;42
